,loss,accuracy,val_loss,val_accuracy
0,2.0571324825286865,0.24511167407035828,1.7668507099151611,0.3456326723098755
1,1.7936866283416748,0.331062912940979,1.6730313301086426,0.396080881357193
2,1.6751774549484253,0.3927115201950073,1.5212633609771729,0.4582030475139618
3,1.5686830282211304,0.43920859694480896,1.4996600151062012,0.45299145579338074
4,1.4822702407836914,0.47792142629623413,1.5205036401748657,0.46132999658584595
5,1.416308879852295,0.5056297183036804,1.3412503004074097,0.5336668491363525
6,1.3541234731674194,0.5281252861022949,1.3547065258026123,0.5311653017997742
7,1.294285535812378,0.5499258637428284,1.293968915939331,0.5509693622589111
8,1.2449883222579956,0.5671392679214478,1.2343348264694214,0.5695226192474365
9,1.199105143547058,0.5835418701171875,1.2183629274368286,0.5764018893241882
